id_number,age,birth_year,country,ranking,prefix,full_name,first_name,last_name,first_last_name,second_last_name
939,-1.0,0.0,Paraguay,UPPER,,Juan López Gutiérrez,Juan,López Gutiérrez,López,Gutiérrez
940,47.0,1977.0,Argentina,LOWER,,Teresa Romero Pérez,Teresa,Romero Pérez,Romero,Pérez
941,,,,,,Teresa Gutiérrez Díaz,Teresa,Gutiérrez Díaz,Gutiérrez,Díaz
942,-1.0,0.0,Brasil,UPPER,,Fernando Martín Pérez,Fernando,Martín Pérez,Martín,Pérez
943,34.0,1990.0,México,LOWER,,Lucía García Álvarez,Lucía,García Álvarez,García,Álvarez
944,77.0,1947.0,Paraguay,MID,,Ana Fernández,Ana,Fernández,Fernández,
945,61.0,1963.0,Chile,MID,,Lucía Gutiérrez,Lucía,Gutiérrez,Gutiérrez,
946,-1.0,0.0,Chile,LOWER,,Juan Gómez Rodríguez,Juan,Gómez Rodríguez,Gómez,Rodríguez
947,,,,,,Ana Fernández,Ana,Fernández,Fernández,
948,59.0,1965.0,Chile,LOWER,,José Hernández,José,Hernández,Hernández,
949,63.0,1961.0,Argentina,LOWER,,Marta Alonso Alonso,Marta,Alonso Alonso,Alonso,Alonso
950,-1.0,0.0,Unknown,MID,,Elena Romero Martín,Elena,Romero Martín,Romero,Martín
951,53.0,1971.0,Brasil,UPPER,,Juan Romero Martín,Juan,Romero Martín,Romero,Martín
952,57.0,1967.0,Argentina,LOWER,,Pedro Muñoz Gutiérrez,Pedro,Muñoz Gutiérrez,Muñoz,Gutiérrez
953,67.0,1957.0,Uruguay,MID,,José Gómez Gómez,José,Gómez Gómez,Gómez,Gómez
954,-1.0,0.0,Brasil,LOWER,,Marta Moreno Sánchez,Marta,Moreno Sánchez,Moreno,Sánchez
955,65.0,1959.0,Brasil,MID,,Francisco Ruiz,Francisco,Ruiz,Ruiz,
956,,,,,,Elena Muñoz Álvarez,Elena,Muñoz Álvarez,Muñoz,Álvarez
957,-1.0,0.0,Chile,LOWER,,Pilar García Martínez,Pilar,García Martínez,García,Martínez
958,28.0,1996.0,Uruguay,MID,,Pedro Martínez,Pedro,Martínez,Martínez,
959,71.0,1953.0,Uruguay,MID,,Ana Álvarez González,Ana,Álvarez González,Álvarez,González
960,45.0,1979.0,Brasil,UPPER,,Teresa Alonso,Teresa,Alonso,Alonso,
961,,,,,,Lucía González Romero,Lucía,González Romero,González,Romero
962,77.0,1947.0,México,UPPER,,Teresa López,Teresa,López,López,
963,-1.0,0.0,Argentina,LOWER,Lic,Javier González,Javier,González,González,
964,72.0,1952.0,Uruguay,MID,,José Martín Alonso,José,Martín Alonso,Martín,Alonso
965,75.0,1949.0,México,UPPER,,María García García,María,García García,García,García
966,41.0,1983.0,Chile,LOWER,,Lucía Díaz Romero,Lucía,Díaz Romero,Díaz,Romero
967,64.0,1960.0,Argentina,UPPER,,Carmen Moreno,Carmen,Moreno,Moreno,
968,36.0,1988.0,Uruguay,UPPER,Lic,Isabel Jiménez,Isabel,Jiménez,Jiménez,
969,49.0,1975.0,Unknown,UPPER,,Carmen Ruiz Martínez,Carmen,Ruiz Martínez,Ruiz,Martínez
970,44.0,1980.0,Paraguay,UPPER,,Francisco Pérez Martín,Francisco,Pérez Martín,Pérez,Martín
971,,,,,,Fernando Martínez,Fernando,Martínez,Martínez,
972,,,,,,Elena Ruiz Alonso,Elena,Ruiz Alonso,Ruiz,Alonso
973,65.0,1959.0,Chile,MID,,María Muñoz,María,Muñoz,Muñoz,
974,42.0,1982.0,Paraguay,MID,,Teresa González Alonso,Teresa,González Alonso,González,Alonso
975,-1.0,0.0,México,LOWER,,Ana Moreno Romero,Ana,Moreno Romero,Moreno,Romero
976,46.0,1978.0,Uruguay,UPPER,,María Martínez,María,Martínez,Martínez,
977,45.0,1979.0,Brasil,MID,,Lucía López Hernández,Lucía,López Hernández,López,Hernández
978,-1.0,0.0,Brasil,LOWER,,Carmen Gómez Díaz,Carmen,Gómez Díaz,Gómez,Díaz
979,50.0,1974.0,Brasil,UPPER,,Ana Sánchez,Ana,Sánchez,Sánchez,
980,51.0,1973.0,México,LOWER,,Pedro Álvarez,Pedro,Álvarez,Álvarez,
981,38.0,1986.0,Paraguay,MID,,Elena Moreno Fernández,Elena,Moreno Fernández,Moreno,Fernández
982,,,,,,Fernando Pérez Sánchez,Fernando,Pérez Sánchez,Pérez,Sánchez
983,,,,,,Francisco Sánchez González,Francisco,Sánchez González,Sánchez,González
984,-1.0,0.0,Chile,LOWER,,Lucía Hernández,Lucía,Hernández,Hernández,
985,,,,,,Rafael Ruiz,Rafael,Ruiz,Ruiz,
986,31.0,1993.0,Paraguay,MID,,Carlos Muñoz Sánchez,Carlos,Muñoz Sánchez,Muñoz,Sánchez
987,,,,,,Elena Romero Gutiérrez,Elena,Romero Gutiérrez,Romero,Gutiérrez
988,64.0,1960.0,Paraguay,LOWER,,Isabel Gutiérrez,Isabel,Gutiérrez,Gutiérrez,
989,56.0,1968.0,Brasil,LOWER,,Francisco Moreno Jiménez,Francisco,Moreno Jiménez,Moreno,Jiménez
990,35.0,1989.0,Uruguay,MID,,Rafael Romero Moreno,Rafael,Romero Moreno,Romero,Moreno
991,46.0,1978.0,México,MID,Sra,Francisco Díaz,Francisco,Díaz,Díaz,
992,49.0,1975.0,Argentina,MID,,Ana Álvarez,Ana,Álvarez,Álvarez,
993,,,,,Mg,Fernando Pérez,Fernando,Pérez,Pérez,
994,43.0,1981.0,Paraguay,LOWER,,María Alonso Hernández,María,Alonso Hernández,Alonso,Hernández
995,-1.0,0.0,Argentina,LOWER,,Marta Ruiz,Marta,Ruiz,Ruiz,
996,66.0,1958.0,Brasil,UPPER,,Isabel Jiménez,Isabel,Jiménez,Jiménez,
997,,,,,,Juan Romero Romero,Juan,Romero Romero,Romero,Romero
998,31.0,1993.0,México,LOWER,,Carmen Alonso Alonso,Carmen,Alonso Alonso,Alonso,Alonso
999,69.0,1955.0,Chile,UPPER,,José Gómez Ruiz,José,Gómez Ruiz,Gómez,Ruiz
1000,66.0,1958.0,Uruguay,MID,,Isabel Romero,Isabel,Romero,Romero,
1001,,,,,,Juan Gutiérrez Muñoz,Juan,Gutiérrez Muñoz,Gutiérrez,Muñoz
1002,61.0,1963.0,Chile,MID,,Teresa Moreno,Teresa,Moreno,Moreno,
1003,47.0,1977.0,Uruguay,MID,,Sofía González Jiménez,Sofía,González Jiménez,González,Jiménez
1004,40.0,1984.0,Argentina,MID,,Ana Díaz,Ana,Díaz,Díaz,
1005,,,,,,Fernando Ruiz Hernández,Fernando,Ruiz Hernández,Ruiz,Hernández
1006,62.0,1962.0,México,LOWER,,María Hernández Gutiérrez,María,Hernández Gutiérrez,Hernández,Gutiérrez
1007,76.0,1948.0,Brasil,UPPER,,Sofía Pérez,Sofía,Pérez,Pérez,
1008,,,,,,Carlos Ruiz García,Carlos,Ruiz García,Ruiz,García
1009,67.0,1957.0,Argentina,MID,,Pedro Pérez García,Pedro,Pérez García,Pérez,García
1010,27.0,1997.0,Uruguay,MID,,Isabel González,Isabel,González,González,
1011,75.0,1949.0,Brasil,UPPER,,Pilar López,Pilar,López,López,
1012,38.0,1986.0,Brasil,MID,,María Rodríguez,María,Rodríguez,Rodríguez,
1013,41.0,1983.0,Brasil,MID,,Pilar Jiménez,Pilar,Jiménez,Jiménez,
1014,,,,,,Carmen Díaz,Carmen,Díaz,Díaz,
1015,,,,,,Teresa Hernández,Teresa,Hernández,Hernández,
1016,,,,,,Francisco González,Francisco,González,González,
1017,64.0,1960.0,Brasil,UPPER,,Javier Rodríguez,Javier,Rodríguez,Rodríguez,
1018,54.0,1970.0,Uruguay,MID,,Carlos Fernández Gómez,Carlos,Fernández Gómez,Fernández,Gómez
1019,,,,,Dr,Lucía Jiménez,Lucía,Jiménez,Jiménez,
1020,67.0,1957.0,Chile,UPPER,,Pedro Díaz,Pedro,Díaz,Díaz,
1021,39.0,1985.0,Brasil,MID,,Carmen López Martín,Carmen,López Martín,López,Martín
1022,-1.0,0.0,México,UPPER,,Ana González,Ana,González,González,
1023,,,,,Dr,Carlos Gutiérrez Rodríguez,Carlos,Gutiérrez Rodríguez,Gutiérrez,Rodríguez
1024,74.0,1950.0,México,UPPER,,Carlos Gutiérrez,Carlos,Gutiérrez,Gutiérrez,
1025,44.0,1980.0,Argentina,LOWER,,Ana Sánchez,Ana,Sánchez,Sánchez,
1026,42.0,1982.0,Uruguay,LOWER,Sr,Juan Alonso González,Juan,Alonso González,Alonso,González
1027,57.0,1967.0,Argentina,LOWER,,Javier Martín,Javier,Martín,Martín,
1028,33.0,1991.0,Brasil,LOWER,,Luis López,Luis,López,López,
1029,64.0,1960.0,Chile,UPPER,,Rafael Moreno Álvarez,Rafael,Moreno Álvarez,Moreno,Álvarez
1030,69.0,1955.0,Argentina,UPPER,,Lucía Hernández,Lucía,Hernández,Hernández,
1031,72.0,1952.0,Brasil,UPPER,,Isabel Rodríguez López,Isabel,Rodríguez López,Rodríguez,López
1032,-1.0,0.0,Chile,LOWER,,María Sánchez Martín,María,Sánchez Martín,Sánchez,Martín
1033,42.0,1982.0,Paraguay,LOWER,,Luis Fernández Martínez,Luis,Fernández Martínez,Fernández,Martínez
1034,,,,,,Carmen Romero,Carmen,Romero,Romero,
1035,77.0,1947.0,México,UPPER,,Javier Hernández,Javier,Hernández,Hernández,
1036,33.0,1991.0,Argentina,MID,,Elena Rodríguez,Elena,Rodríguez,Rodríguez,
1037,,,,,,Carmen Gutiérrez,Carmen,Gutiérrez,Gutiérrez,
1038,,,,,,Teresa Moreno Romero,Teresa,Moreno Romero,Moreno,Romero
1039,-1.0,0.0,Brasil,LOWER,,Pablo Romero Ruiz,Pablo,Romero Ruiz,Romero,Ruiz
1040,46.0,1978.0,Uruguay,MID,,Lucía López Romero,Lucía,López Romero,López,Romero
1041,,,,,,Elena Ruiz,Elena,Ruiz,Ruiz,
1042,38.0,1986.0,Brasil,LOWER,,Isabel Romero Martínez,Isabel,Romero Martínez,Romero,Martínez
1043,-1.0,0.0,México,LOWER,,Lucía Romero,Lucía,Romero,Romero,
1044,-1.0,0.0,Paraguay,MID,,Teresa Sánchez,Teresa,Sánchez,Sánchez,
1045,36.0,1988.0,Uruguay,MID,,María Díaz,María,Díaz,Díaz,
1046,34.0,1990.0,Brasil,LOWER,,Pilar Gómez Alonso,Pilar,Gómez Alonso,Gómez,Alonso
1047,50.0,1974.0,México,MID,,María Alonso,María,Alonso,Alonso,
1048,-1.0,0.0,Brasil,LOWER,,Pablo Gómez,Pablo,Gómez,Gómez,
1049,69.0,1955.0,Uruguay,MID,,Francisco Ruiz Díaz,Francisco,Ruiz Díaz,Ruiz,Díaz
1050,-1.0,0.0,Uruguay,LOWER,,Pablo Alonso,Pablo,Alonso,Alonso,
1051,45.0,1979.0,Argentina,MID,,Ana Álvarez,Ana,Álvarez,Álvarez,
1052,66.0,1958.0,Argentina,LOWER,Dr,Juan Romero,Juan,Romero,Romero,
1053,,,,,,Rafael Fernández Sánchez,Rafael,Fernández Sánchez,Fernández,Sánchez
1054,-1.0,0.0,Uruguay,LOWER,,Pedro Ruiz Díaz,Pedro,Ruiz Díaz,Ruiz,Díaz
1055,62.0,1962.0,Paraguay,MID,,Juan Romero Sánchez,Juan,Romero Sánchez,Romero,Sánchez
1056,40.0,1984.0,Argentina,LOWER,,Francisco Fernández,Francisco,Fernández,Fernández,
1057,58.0,1966.0,México,UPPER,,Ana Rodríguez,Ana,Rodríguez,Rodríguez,
1058,-1.0,0.0,Brasil,LOWER,,Marta Alonso González,Marta,Alonso González,Alonso,González
1059,75.0,1949.0,Brasil,UPPER,,Carmen González,Carmen,González,González,
1060,29.0,1995.0,Uruguay,UPPER,,Sofía Hernández,Sofía,Hernández,Hernández,
1061,47.0,1977.0,México,LOWER,,Lucía Martínez,Lucía,Martínez,Martínez,
1062,39.0,1985.0,Uruguay,LOWER,,Javier Rodríguez Moreno,Javier,Rodríguez Moreno,Rodríguez,Moreno
1063,42.0,1982.0,Brasil,UPPER,,Teresa López Ruiz,Teresa,López Ruiz,López,Ruiz
1064,67.0,1957.0,México,UPPER,,Luis Gómez,Luis,Gómez,Gómez,
1065,,,,,,Isabel Hernández,Isabel,Hernández,Hernández,
1066,52.0,1972.0,México,MID,Sr,Marta Álvarez González,Marta,Álvarez González,Álvarez,González
1067,84.0,1940.0,Argentina,LOWER,,Isabel Ruiz Martínez,Isabel,Ruiz Martínez,Ruiz,Martínez
1068,35.0,1989.0,Brasil,MID,,María Martínez,María,Martínez,Martínez,
1069,32.0,1992.0,Brasil,LOWER,,Lucía Romero García,Lucía,Romero García,Romero,García
1070,40.0,1984.0,Argentina,LOWER,,María Sánchez Alonso,María,Sánchez Alonso,Sánchez,Alonso
1071,-1.0,0.0,Brasil,MID,Lic,Ana Rodríguez Gómez,Ana,Rodríguez Gómez,Rodríguez,Gómez
1072,-1.0,0.0,México,LOWER,,Pedro Gómez Hernández,Pedro,Gómez Hernández,Gómez,Hernández
1073,37.0,1987.0,Paraguay,MID,,Francisco González,Francisco,González,González,
1074,42.0,1982.0,México,MID,,Teresa Muñoz Sánchez,Teresa,Muñoz Sánchez,Muñoz,Sánchez
1075,61.0,1963.0,México,UPPER,,Francisco López Díaz,Francisco,López Díaz,López,Díaz
1076,-1.0,0.0,México,LOWER,,Carlos Hernández,Carlos,Hernández,Hernández,
1077,30.0,1994.0,México,LOWER,Sr,Teresa Gutiérrez,Teresa,Gutiérrez,Gutiérrez,
1078,34.0,1990.0,México,MID,,Elena Fernández Martín,Elena,Fernández Martín,Fernández,Martín
1079,-1.0,0.0,Uruguay,MID,,Pablo Jiménez,Pablo,Jiménez,Jiménez,
1080,,,,,,Carmen Fernández,Carmen,Fernández,Fernández,
1081,76.0,1948.0,México,LOWER,,José García,José,García,García,
1082,,,,,,Teresa Álvarez,Teresa,Álvarez,Álvarez,
1083,63.0,1961.0,Paraguay,LOWER,,Carlos García Díaz,Carlos,García Díaz,García,Díaz
1084,37.0,1987.0,Chile,UPPER,,María García Pérez,María,García Pérez,García,Pérez
1085,,,,,,José López,José,López,López,
1086,75.0,1949.0,Argentina,UPPER,,Pablo Jiménez,Pablo,Jiménez,Jiménez,
1087,69.0,1955.0,Chile,UPPER,,Carlos Rodríguez Álvarez,Carlos,Rodríguez Álvarez,Rodríguez,Álvarez
1088,31.0,1993.0,Uruguay,LOWER,,Pablo Martín Ruiz,Pablo,Martín Ruiz,Martín,Ruiz
1089,54.0,1970.0,Argentina,LOWER,,Marta Moreno,Marta,Moreno,Moreno,
1090,60.0,1964.0,Uruguay,MID,,Luis Martínez Gutiérrez,Luis,Martínez Gutiérrez,Martínez,Gutiérrez
1091,60.0,1964.0,Chile,UPPER,,Marta González Gutiérrez,Marta,González Gutiérrez,González,Gutiérrez
1092,39.0,1985.0,Brasil,MID,,Javier Muñoz,Javier,Muñoz,Muñoz,
1093,67.0,1957.0,Uruguay,MID,,Fernando Muñoz Ruiz,Fernando,Muñoz Ruiz,Muñoz,Ruiz
1094,50.0,1974.0,México,MID,,Teresa González,Teresa,González,González,
1095,53.0,1971.0,Chile,UPPER,,Francisco Díaz,Francisco,Díaz,Díaz,
1096,62.0,1962.0,Unknown,UPPER,,Sofía González Gutiérrez,Sofía,González Gutiérrez,González,Gutiérrez
1097,,,,,,Carmen López Moreno,Carmen,López Moreno,López,Moreno
1098,,,,,,Lucía García Fernández,Lucía,García Fernández,García,Fernández
1099,58.0,1966.0,Argentina,LOWER,,Ana Romero García,Ana,Romero García,Romero,García
1100,67.0,1957.0,Unknown,UPPER,,María Pérez López,María,Pérez López,Pérez,López
1101,82.0,1942.0,Chile,UPPER,Dr,Pedro González González,Pedro,González González,González,González
1102,65.0,1959.0,Chile,LOWER,,Pilar Ruiz Alonso,Pilar,Ruiz Alonso,Ruiz,Alonso
1103,32.0,1992.0,Paraguay,LOWER,,Luis Rodríguez Jiménez,Luis,Rodríguez Jiménez,Rodríguez,Jiménez
1104,67.0,1957.0,Chile,MID,,Elena Martín Martín,Elena,Martín Martín,Martín,Martín
1105,67.0,1957.0,Brasil,LOWER,,Sofía Jiménez Alonso,Sofía,Jiménez Alonso,Jiménez,Alonso
1106,42.0,1982.0,Uruguay,MID,,Lucía Gutiérrez,Lucía,Gutiérrez,Gutiérrez,
1107,66.0,1958.0,México,UPPER,,Carlos Pérez García,Carlos,Pérez García,Pérez,García
1108,34.0,1990.0,Paraguay,LOWER,Col,José Romero Muñoz,José,Romero Muñoz,Romero,Muñoz
1109,62.0,1962.0,Chile,LOWER,,José Álvarez García,José,Álvarez García,Álvarez,García
1110,70.0,1954.0,México,UPPER,,María Rodríguez Moreno,María,Rodríguez Moreno,Rodríguez,Moreno
1111,,,,,,Fernando Álvarez Jiménez,Fernando,Álvarez Jiménez,Álvarez,Jiménez
1112,69.0,1955.0,México,UPPER,,Isabel Díaz Hernández,Isabel,Díaz Hernández,Díaz,Hernández
1113,38.0,1986.0,México,UPPER,,José Fernández González,José,Fernández González,Fernández,González
1114,,,,,,Lucía Rodríguez Hernández,Lucía,Rodríguez Hernández,Rodríguez,Hernández
1115,65.0,1959.0,México,UPPER,,Teresa García Rodríguez,Teresa,García Rodríguez,García,Rodríguez
1116,,,,,,Fernando Moreno Romero,Fernando,Moreno Romero,Moreno,Romero
1117,42.0,1982.0,México,UPPER,,Luis Sánchez,Luis,Sánchez,Sánchez,
1118,,,,,,Sofía González,Sofía,González,González,
1119,44.0,1980.0,Uruguay,MID,,Fernando Martín,Fernando,Martín,Martín,
1120,-1.0,0.0,Uruguay,MID,,Javier García,Javier,García,García,
1121,70.0,1954.0,Chile,UPPER,,Rafael Moreno,Rafael,Moreno,Moreno,
1122,-1.0,0.0,Argentina,LOWER,,Fernando Ruiz Martínez,Fernando,Ruiz Martínez,Ruiz,Martínez
1123,62.0,1962.0,Uruguay,MID,,Fernando Hernández López,Fernando,Hernández López,Hernández,López
1124,,,,,,Francisco Gómez Álvarez,Francisco,Gómez Álvarez,Gómez,Álvarez
1125,37.0,1987.0,Chile,MID,,Isabel López García,Isabel,López García,López,García
1126,65.0,1959.0,Brasil,MID,,Marta Moreno,Marta,Moreno,Moreno,
1127,42.0,1982.0,Uruguay,LOWER,,Pablo Martín Álvarez,Pablo,Martín Álvarez,Martín,Álvarez
1128,,,,,,Teresa Fernández Hernández,Teresa,Fernández Hernández,Fernández,Hernández
1129,64.0,1960.0,Unknown,UPPER,,Pablo Jiménez Martín,Pablo,Jiménez Martín,Jiménez,Martín
1130,62.0,1962.0,Brasil,UPPER,,Javier Martín Rodríguez,Javier,Martín Rodríguez,Martín,Rodríguez
1131,83.0,1941.0,Chile,UPPER,,Carmen González,Carmen,González,González,
1132,46.0,1978.0,México,UPPER,,Fernando García,Fernando,García,García,
1133,,,,,,Juan González Romero,Juan,González Romero,González,Romero
1134,47.0,1977.0,Paraguay,LOWER,,Elena Díaz,Elena,Díaz,Díaz,
1135,-1.0,0.0,Brasil,LOWER,,Pedro Muñoz,Pedro,Muñoz,Muñoz,
1136,73.0,1951.0,Uruguay,UPPER,,Juan Alonso,Juan,Alonso,Alonso,
1137,54.0,1970.0,Argentina,MID,,Sofía López Jiménez,Sofía,López Jiménez,López,Jiménez
1138,-1.0,0.0,México,LOWER,,Pilar Sánchez Muñoz,Pilar,Sánchez Muñoz,Sánchez,Muñoz
1139,42.0,1982.0,México,UPPER,,Francisco Rodríguez,Francisco,Rodríguez,Rodríguez,
1140,35.0,1989.0,Uruguay,LOWER,,Carlos Fernández Jiménez,Carlos,Fernández Jiménez,Fernández,Jiménez
1141,79.0,1945.0,Chile,UPPER,,Pilar Martín Sánchez,Pilar,Martín Sánchez,Martín,Sánchez
1142,46.0,1978.0,México,UPPER,,Isabel López,Isabel,López,López,
1143,40.0,1984.0,Unknown,MID,,Marta Pérez Gutiérrez,Marta,Pérez Gutiérrez,Pérez,Gutiérrez
1144,65.0,1959.0,Brasil,UPPER,,Pilar González Rodríguez,Pilar,González Rodríguez,González,Rodríguez
1145,71.0,1953.0,México,UPPER,,Francisco Jiménez,Francisco,Jiménez,Jiménez,
1146,,,,,,Elena García Ruiz,Elena,García Ruiz,García,Ruiz
1147,-1.0,0.0,Uruguay,LOWER,,Lucía Sánchez,Lucía,Sánchez,Sánchez,
1148,44.0,1980.0,México,MID,,Teresa García García,Teresa,García García,García,García
1149,,,,,,Pilar Álvarez Gómez,Pilar,Álvarez Gómez,Álvarez,Gómez
1150,60.0,1964.0,Brasil,LOWER,,Pedro Fernández,Pedro,Fernández,Fernández,
1151,64.0,1960.0,México,UPPER,,Lucía Alonso Pérez,Lucía,Alonso Pérez,Alonso,Pérez
1152,63.0,1961.0,Brasil,UPPER,,Carmen Ruiz Alonso,Carmen,Ruiz Alonso,Ruiz,Alonso
1153,50.0,1974.0,México,MID,,Rafael García Moreno,Rafael,García Moreno,García,Moreno
1154,-1.0,0.0,Argentina,LOWER,,Rafael Moreno,Rafael,Moreno,Moreno,
1155,44.0,1980.0,Argentina,MID,,Marta Martín Muñoz,Marta,Martín Muñoz,Martín,Muñoz
1156,53.0,1971.0,Uruguay,LOWER,,Elena Sánchez,Elena,Sánchez,Sánchez,
1157,41.0,1983.0,Paraguay,LOWER,,Luis Pérez Alonso,Luis,Pérez Alonso,Pérez,Alonso
1158,55.0,1969.0,Uruguay,UPPER,,Luis Rodríguez,Luis,Rodríguez,Rodríguez,
1159,-1.0,0.0,México,LOWER,,Pedro Fernández Moreno,Pedro,Fernández Moreno,Fernández,Moreno
1160,64.0,1960.0,México,MID,,Ana Alonso Martínez,Ana,Alonso Martínez,Alonso,Martínez
1161,42.0,1982.0,Argentina,LOWER,,Juan Rodríguez,Juan,Rodríguez,Rodríguez,
1162,67.0,1957.0,Argentina,UPPER,,Teresa Jiménez Romero,Teresa,Jiménez Romero,Jiménez,Romero
1163,57.0,1967.0,Brasil,UPPER,,Isabel Martín Martín,Isabel,Martín Martín,Martín,Martín
1164,51.0,1973.0,Chile,LOWER,,Carmen Gómez García,Carmen,Gómez García,Gómez,García
1165,67.0,1957.0,México,UPPER,,Ana Rodríguez Díaz,Ana,Rodríguez Díaz,Rodríguez,Díaz
1166,25.0,1999.0,Uruguay,MID,Col,Ana Martín,Ana,Martín,Martín,
1167,64.0,1960.0,Uruguay,MID,,Isabel Díaz García,Isabel,Díaz García,Díaz,García
1168,36.0,1988.0,Brasil,MID,,Carlos Muñoz,Carlos,Muñoz,Muñoz,
1169,53.0,1971.0,Uruguay,UPPER,,José Romero,José,Romero,Romero,
1170,,,,,,Fernando Ruiz,Fernando,Ruiz,Ruiz,
1171,43.0,1981.0,Chile,UPPER,,Luis Fernández,Luis,Fernández,Fernández,
1172,65.0,1959.0,Chile,UPPER,,Ana González,Ana,González,González,
1173,74.0,1950.0,Brasil,UPPER,,Javier Moreno Rodríguez,Javier,Moreno Rodríguez,Moreno,Rodríguez
1174,,,,,,Ana Hernández,Ana,Hernández,Hernández,
1175,67.0,1957.0,Brasil,MID,,Isabel Muñoz Alonso,Isabel,Muñoz Alonso,Muñoz,Alonso
1176,42.0,1982.0,Brasil,LOWER,,Sofía Martínez,Sofía,Martínez,Martínez,
1177,67.0,1957.0,México,MID,,José Jiménez Muñoz,José,Jiménez Muñoz,Jiménez,Muñoz
1178,64.0,1960.0,Paraguay,MID,,Luis Martínez,Luis,Martínez,Martínez,
1179,66.0,1958.0,Argentina,MID,,Teresa Alonso Jiménez,Teresa,Alonso Jiménez,Alonso,Jiménez
1180,68.0,1956.0,Uruguay,MID,,Pilar Díaz,Pilar,Díaz,Díaz,
1181,74.0,1950.0,Uruguay,UPPER,,Sofía Pérez González,Sofía,Pérez González,Pérez,González
1182,38.0,1986.0,México,UPPER,,Fernando Romero,Fernando,Romero,Romero,
1183,40.0,1984.0,Brasil,LOWER,,Carlos Rodríguez Fernández,Carlos,Rodríguez Fernández,Rodríguez,Fernández
1184,44.0,1980.0,Uruguay,MID,Col,Pilar Gómez Álvarez,Pilar,Gómez Álvarez,Gómez,Álvarez
1185,46.0,1978.0,Paraguay,LOWER,,Pilar Álvarez,Pilar,Álvarez,Álvarez,
1186,28.0,1996.0,Uruguay,LOWER,,Francisco Hernández,Francisco,Hernández,Hernández,
1187,51.0,1973.0,Argentina,LOWER,Lic,María Muñoz,María,Muñoz,Muñoz,
1188,,,,,,Fernando Jiménez Pérez,Fernando,Jiménez Pérez,Jiménez,Pérez
1189,,,,,,Marta Ruiz,Marta,Ruiz,Ruiz,
1190,70.0,1954.0,Brasil,UPPER,,Isabel Moreno Sánchez,Isabel,Moreno Sánchez,Moreno,Sánchez
1191,73.0,1951.0,Uruguay,UPPER,,Sofía Rodríguez,Sofía,Rodríguez,Rodríguez,
1192,83.0,1941.0,Argentina,UPPER,,Elena Díaz Moreno,Elena,Díaz Moreno,Díaz,Moreno
1193,-1.0,0.0,Uruguay,LOWER,,Javier Rodríguez,Javier,Rodríguez,Rodríguez,
1194,,,,,,Carmen Díaz,Carmen,Díaz,Díaz,
1195,65.0,1959.0,Uruguay,MID,,Rafael Ruiz Fernández,Rafael,Ruiz Fernández,Ruiz,Fernández
1196,41.0,1983.0,Brasil,UPPER,,Rafael Romero Pérez,Rafael,Romero Pérez,Romero,Pérez
1197,48.0,1976.0,Paraguay,MID,,Javier Rodríguez,Javier,Rodríguez,Rodríguez,
1198,76.0,1948.0,Argentina,UPPER,,Francisco Rodríguez,Francisco,Rodríguez,Rodríguez,
1199,29.0,1995.0,México,UPPER,,Isabel Jiménez,Isabel,Jiménez,Jiménez,
1200,-1.0,0.0,Chile,MID,,José Gutiérrez González,José,Gutiérrez González,Gutiérrez,González
1201,61.0,1963.0,Argentina,LOWER,,Pedro Sánchez Moreno,Pedro,Sánchez Moreno,Sánchez,Moreno
1202,60.0,1964.0,Chile,LOWER,,Javier Muñoz Rodríguez,Javier,Muñoz Rodríguez,Muñoz,Rodríguez
1203,-1.0,0.0,Uruguay,LOWER,,José Rodríguez Hernández,José,Rodríguez Hernández,Rodríguez,Hernández
1204,58.0,1966.0,Chile,UPPER,,José García,José,García,García,
1205,57.0,1967.0,México,LOWER,,María López,María,López,López,
1206,-1.0,0.0,Unknown,LOWER,,Marta Gutiérrez Moreno,Marta,Gutiérrez Moreno,Gutiérrez,Moreno
1207,,,,,,Elena Muñoz Hernández,Elena,Muñoz Hernández,Muñoz,Hernández
1208,69.0,1955.0,Chile,MID,,José López Ruiz,José,López Ruiz,López,Ruiz
1209,,,,,,Isabel Hernández Moreno,Isabel,Hernández Moreno,Hernández,Moreno
1210,74.0,1950.0,Brasil,UPPER,,Javier Hernández Rodríguez,Javier,Hernández Rodríguez,Hernández,Rodríguez
1211,50.0,1974.0,Argentina,LOWER,,Javier Gutiérrez Sánchez,Javier,Gutiérrez Sánchez,Gutiérrez,Sánchez
1212,43.0,1981.0,Chile,UPPER,,Carlos Sánchez Fernández,Carlos,Sánchez Fernández,Sánchez,Fernández
1213,71.0,1953.0,Chile,UPPER,,Francisco González Martínez,Francisco,González Martínez,González,Martínez
1214,42.0,1982.0,Brasil,MID,,Pilar Ruiz Díaz,Pilar,Ruiz Díaz,Ruiz,Díaz
1215,,,,,,Isabel Sánchez Gutiérrez,Isabel,Sánchez Gutiérrez,Sánchez,Gutiérrez
1216,74.0,1950.0,Brasil,UPPER,,Juan Fernández,Juan,Fernández,Fernández,
1217,35.0,1989.0,Paraguay,MID,,Carlos García Fernández,Carlos,García Fernández,García,Fernández
1218,70.0,1954.0,México,LOWER,,Sofía Romero González,Sofía,Romero González,Romero,González
1219,,,,,Mg,Carlos Álvarez Martín,Carlos,Álvarez Martín,Álvarez,Martín
1220,56.0,1968.0,Brasil,MID,,Luis Martínez,Luis,Martínez,Martínez,
